search_time	search_id	listing_type	property_type	search_location	search_price_min	search_price_max	platform	user_id
2018-07-18 9:39:47	14787	sale	landed	dtdistrict03,dtdistrict05,dtdistrict21,dtdistrict22	800000	2000000	web	u1794
2018-07-18 9:40:07	14788	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:41:02	14789	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:41:18	14790	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:42:32	14791	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:43:40	14792	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:44:57	14793	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:45:32	14794	sale	condo	dtdistrict15	700000	900000	web	u1174
2018-07-18 9:48:59	14795	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:50:17	14796	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:50:56	14797	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:51:37	14798	sale	condo	dtdistrict15	700000	900000	web	u1174
2018-07-18 9:52:29	14799	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:53:05	14800	sale	condo	dtdistrict15	700000	900000	web	u1174
2018-07-18 9:53:30	14801	sale	hdb	dtdistrict16,dtdistrict19		300000	web	u315
2018-07-18 9:53:45	14802	sale	hdb	dtdistrict19		300000	web	u315
2018-07-18 9:55:39	14803	sale	condo	dtdistrict15	700000	900000	web	u1174
2018-07-18 9:56:05	14804	sale	condo	dtdistrict15	700000	900000	web	u1174
2018-07-18 10:00:12	14805	sale	condo	dtdistrict15	700000	900000	web	u1174
2018-07-18 10:00:14	14806	sale	condo	dtdistrict15	700000	900000	web	u1174
2018-07-18 10:53:38	14807	rent	hdb	dtdistrict22	1000	2000	web	u134
2018-07-18 10:58:39	14808	rent		dtdistrict03,dtdistrict05		1000	web	u2134
2018-07-18 11:10:08	14809	rent		dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:10:11	14810	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:10:11	14811	rent		dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:10:12	14812	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:10:18	14813	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:10:19	14814	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:10:19	14815	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:10:26	14816	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:11:06	14817	rent	landed	dtdistrict09		7000	web	u779
2018-07-18 11:11:07	14818	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:11:15	14819	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:11:17	14820	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:12:22	14821	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:12:43	14822	rent	landed	dtdistrict09		7000	web	u779
2018-07-18 11:13:27	14823	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:14:05	14824	rent	landed	dtdistrict06		7000	web	u779
2018-07-18 11:14:06	14825	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:14:07	14826	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:14:12	14827	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:14:13	14828	rent	condo,landed	dtdistrict06		7000	web	u779
2018-07-18 11:14:15	14829	rent	condo	dtdistrict06		7000	web	u779
2018-07-18 11:14:16	14830	rent	condo,landed	dtdistrict06		7000	web	u779
2018-07-18 11:14:27	14831	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:14:28	14832	rent	condo,landed	dtdistrict06		7000	web	u779
2018-07-18 11:14:39	14833	rent	condo,landed	dtdistrict01		7000	web	u779
2018-07-18 11:14:59	14834	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:15:07	14835	rent	condo,landed	dtdistrict02		7000	web	u779
2018-07-18 11:15:17	14836	rent	condo	dtdistrict01,dtdistrict02,dtdistrict06,dtdistrict09		3500	web	u491
2018-07-18 11:15:22	14837	rent	condo,landed	dtdistrict02		7000	web	u779
2018-07-18 11:15:48	14838	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:16:10	14839	rent	condo,landed	dtdistrict02		7000	web	u779
2018-07-18 11:16:31	14840	rent	condo,landed	dtdistrict02		7000	web	u779
2018-07-18 11:16:43	14841	rent	condo,landed	dtdistrict02		7000	web	u779
2018-07-18 11:16:54	14842	rent	condo,landed	dtdistrict02		7000	web	u779
2018-07-18 11:17:11	14843	rent	condo,landed	dtdistrict02		7000	web	u779
2018-07-18 11:17:23	14844	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:18:33	14845	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:19:02	14846	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:21:55	14847	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:23:12	14848	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:24:27	14849	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:25:19	14850	rent		dtdistrict03,dtdistrict05,dtdistrict21		3000	web	u508
2018-07-18 11:29:24	14851	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 11:30:25	14852	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 11:30:56	14853	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 11:31:27	14854	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 11:33:00	14855	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 11:33:03	14856	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 11:35:26	14857	rent	hdb	dtdistrict12,dtdistrict20	1000	1007	web	u1217
2018-07-18 11:35:34	14858	rent	hdb	dtdistrict12,dtdistrict20	1000	1700	web	u1217
2018-07-18 11:36:10	14859	rent	hdb	dtdistrict12,dtdistrict20	1000	1700	web	u1217
2018-07-18 11:50:11	14860	sale		dtdistrict09	3500000		web	u439
2018-07-18 11:50:35	14861	sale		dtdistrict09	3000000		web	u439
2018-07-18 11:50:38	14862	sale		dtdistrict09	3000000	3500000	web	u439
2018-07-18 11:51:04	14863	sale		dtdistrict09	3000000	3500000	web	u439
2018-07-18 11:51:19	14864	sale		dtdistrict09	3000000	3500000	web	u439
2018-07-18 11:51:40	14865	sale		dtdistrict09	3000000	3500000	web	u439
2018-07-18 11:52:02	14866	sale		dtdistrict09	3000000	3500000	web	u439
2018-07-18 11:57:06	14867	sale	hdb	dtdistrict16	300000	400000	web	u1927
2018-07-18 12:00:21	14868	sale	hdb	dtdistrict16	300000	400000	web	u1927
2018-07-18 12:00:41	14869	sale	hdb	dtdistrict16	300000	400000	web	u1927
2018-07-18 12:00:58	14870	sale	hdb	dtdistrict16	300000	400000	web	u1927
2018-07-18 12:03:25	14871	sale	hdb	dtdistrict16	300000	400000	web	u1927
2018-07-18 12:03:42	14872	sale	hdb	dtdistrict16	300000	400000	web	u1927
2018-07-18 12:07:09	14873	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:09:24	14874	rent	condo	dtdistrict02,dtdistrict03,dtdistrict04,dtdistrict05,dtdistrict06,dtdistrict07,dtdistrict08,dtdistrict09,dtdistrict11,dtdistrict12,dtdistrict13,dtdistrict14,dtdistrict15,dtdistrict16	1000	2400	web	u236
2018-07-18 12:09:33	14875	rent	condo	dtdistrict02,dtdistrict03,dtdistrict04,dtdistrict05,dtdistrict06,dtdistrict07,dtdistrict08,dtdistrict09,dtdistrict11,dtdistrict12,dtdistrict13,dtdistrict14,dtdistrict15,dtdistrict16	1000	2400	web	u236
2018-07-18 12:10:27	14876	room		dtdistrict13		700	web	u1718
2018-07-18 12:10:36	14877	room		dtdistrict13		700	web	u1718
2018-07-18 12:10:54	14878	room		dtdistrict14		700	web	u1718
2018-07-18 12:11:14	14879	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:11:20	14880	room		dtdistrict14		700	web	u1718
2018-07-18 12:11:32	14881	room		dtdistrict14		700	web	u1718
2018-07-18 12:11:36	14882	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 12:11:58	14883	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 12:12:01	14884	room		dtdistrict16		700	web	u1718
2018-07-18 12:12:17	14885	sale		dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict10,dtdistrict21		1400000	web	u744
2018-07-18 12:12:23	14886	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 12:12:29	14887	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 12:12:31	14888	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 12:12:33	14889	sale	condo	dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict10,dtdistrict21		1400000	web	u744
2018-07-18 12:12:33	14890	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:12:35	14891	room		dtdistrict16		700	web	u1718
2018-07-18 12:12:35	14892	sale	condo	dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict10,dtdistrict21		1400000	web	u744
2018-07-18 12:12:35	14893	sale	condo	dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict10,dtdistrict21		1400000	web	u744
2018-07-18 12:12:49	14894	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:12:53	14895	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 12:12:54	14896	room		dtdistrict16		700	web	u1718
2018-07-18 12:13:52	14897	room	hdb	dtdistrict12	0	1000	web	u1855
2018-07-18 12:13:53	14898	sale	condo	dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict10,dtdistrict21		1400000	web	u744
2018-07-18 12:14:12	14899	sale	condo	dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict10,dtdistrict21		1400000	web	u744
2018-07-18 12:14:36	14900	room		dtdistrict16		700	web	u1718
2018-07-18 12:15:02	14901	room		dtdistrict16		700	web	u1718
2018-07-18 12:15:19	14902	room		dtdistrict16		700	web	u1718
2018-07-18 12:16:24	14903	sale	condo	dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict10,dtdistrict21		1400000	web	u744
2018-07-18 12:19:37	14904	sale	condo	dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict10,dtdistrict21		1400000	web	u744
2018-07-18 12:23:04	14905	sale	condo	dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict10,dtdistrict21		1400000	web	u744
2018-07-18 12:23:41	14906	sale	condo	dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict10,dtdistrict21		1400000	web	u744
2018-07-18 12:27:18	14907	rent	condo	dtdistrict02,dtdistrict03,dtdistrict04,dtdistrict05,dtdistrict06,dtdistrict07,dtdistrict08,dtdistrict09,dtdistrict11,dtdistrict12,dtdistrict13,dtdistrict14,dtdistrict15	1000	2400	web	u236
2018-07-18 12:28:34	14908	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:28:59	14909	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:29:20	14910	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:29:37	14911	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:29:43	14912	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:29:50	14913	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:29:53	14914	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:29:55	14915	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:30:06	14916	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:30:11	14917	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:30:15	14918	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:30:16	14919	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:30:18	14920	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:30:19	14921	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:30:20	14922	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:30:22	14923	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:30:27	14924	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:31:03	14925	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:31:05	14926	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:31:26	14927	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:31:28	14928	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:32:19	14929	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict04,dtdistrict05,dtdistrict06,dtdistrict07,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict11	2500	5000	web	u1740
2018-07-18 12:32:29	14930	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:32:42	14931	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:33:12	14932	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:33:21	14933	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:33:31	14934	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:35:32	14935	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:35:32	14936	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:36:00	14937	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:36:24	14938	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:36:33	14939	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:36:44	14940	rent		dtdistrict04	0	3500	web	u2097
2018-07-18 12:37:17	14941	rent		dtdistrict15	1000		web	u1019
2018-07-18 12:37:28	14942	rent		dtdistrict15	1000	1600	web	u1019
2018-07-18 12:37:38	14943	rent	condo	dtdistrict15	1000	1600	web	u1019
2018-07-18 12:37:59	14944	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:38:22	14945	rent	condo	dtdistrict15	1000	1600	web	u1019
2018-07-18 12:39:52	14946	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:40:01	14947	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:40:07	14948	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:40:18	14949	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:40:44	14950	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:41:34	14951	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:41:51	14952	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:42:11	14953	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:42:27	14954	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:42:47	14955	rent	condo	dtdistrict15	1500	2000	web	u1525
2018-07-18 12:44:01	14956	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:44:08	14957	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:44:19	14958	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:45:52	14959	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:46:10	14960	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:49:56	14961	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:50:06	14962	sale	hdb	dtdistrict14	500000	500000	web	u1913
2018-07-18 12:50:58	14963	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:51:26	14964	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 12:59:20	14965	sale		dtdistrict17		1500000	web	u743
2018-07-18 12:59:28	14966	sale		dtdistrict17		1500000	web	u743
2018-07-18 12:59:44	14967	sale		dtdistrict17		1500000	web	u743
2018-07-18 12:59:45	14968	sale		dtdistrict17		1500000	web	u743
2018-07-18 12:59:50	14969	sale		dtdistrict17		1500000	web	u743
2018-07-18 12:59:57	14970	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:00:04	14971	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:00:15	14972	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:00:35	14973	sale		dtdistrict17,dtdistrict18		1500000	web	u743
2018-07-18 13:00:52	14974	sale		dtdistrict17,dtdistrict18		1500000	web	u743
2018-07-18 13:00:55	14975	sale		dtdistrict17,dtdistrict18		1500000	web	u743
2018-07-18 13:00:57	14976	sale		dtdistrict17,dtdistrict18		1500000	web	u743
2018-07-18 13:01:04	14977	sale		dtdistrict17,dtdistrict18		1500000	web	u743
2018-07-18 13:01:06	14978	sale		dtdistrict17,dtdistrict18		1500000	web	u743
2018-07-18 13:01:25	14979	sale		dtdistrict17,dtdistrict18		1500000	web	u743
2018-07-18 13:02:11	14980	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:02:17	14981	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:02:28	14982	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:02:56	14983	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:03:43	14984	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:04:50	14985	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:06:25	14986	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:07:29	14987	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:07:29	14988	sale		dtdistrict17		1500000	web	u743
2018-07-18 13:12:17	14989	rent	hdb	dtdistrict16		2000	web	u1337
2018-07-18 13:16:08	14990	rent		dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict04,dtdistrict06,dtdistrict07,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict12,dtdistrict14	5000	8000	web	u1701
2018-07-18 13:17:20	14991	rent		dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict04,dtdistrict06,dtdistrict07,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict12,dtdistrict14	5000	8000	web	u1701
2018-07-18 13:19:35	14992	rent		dtdistrict02	2000		web	u745
2018-07-18 13:19:37	14993	rent		dtdistrict02	2000	2500	web	u745
2018-07-18 13:19:44	14994	rent	hdb	dtdistrict02	2000	2500	web	u745
2018-07-18 13:19:53	14995	rent	hdb	dtdistrict02	2000	2500	web	u745
2018-07-18 13:19:54	14996	rent	hdb	dtdistrict02	2000	2500	web	u745
2018-07-18 13:20:01	14997	rent	hdb	dtdistrict02	2000	2500	web	u745
2018-07-18 13:20:02	14998	rent	hdb	dtdistrict02	2000	2500	web	u745
2018-07-18 13:20:27	14999	rent	hdb	dtdistrict02	2000	2500	web	u745
2018-07-18 13:20:28	15000	rent		dtdistrict02	2000	2500	web	u745
2018-07-18 13:31:58	15001	rent	condo	dtdistrict21		3000	web	u2147
2018-07-18 13:32:32	15002	rent	condo	dtdistrict21		3000	web	u2147
2018-07-18 13:34:54	15003	rent	condo	dtdistrict21		3000	web	u2147
2018-07-18 13:35:25	15004	rent	condo	dtdistrict21		3000	web	u2147
2018-07-18 13:35:56	15005	rent	condo	dtdistrict21		3000	web	u2147
2018-07-18 13:36:36	15006	rent	condo	dtdistrict21		3000	web	u2147
2018-07-18 13:41:38	15007	sale	hdb	dtdistrict12	0	300000	web	u141
2018-07-18 13:42:10	15008	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 13:42:26	15009	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 13:42:41	15010	rent		dtdistrict10	3000	4000	web	u1068
2018-07-18 13:42:57	15011	sale	hdb	dtdistrict12	0	300000	web	u141
2018-07-18 13:44:18	15012	sale	hdb	dtdistrict12	0	300000	web	u141
2018-07-18 13:48:15	15013	sale	hdb	dtdistrict12	0	300000	web	u141
2018-07-18 13:50:25	15014	sale	hdb	dtdistrict12	0	300000	web	u141
2018-07-18 13:52:41	15015	rent	condo	dtdistrict15,dtdistrict16,dtdistrict18		2000	web	u44
2018-07-18 13:54:23	15016	sale	hdb	dtdistrict12	0	300000	web	u141
2018-07-18 13:55:33	15017	rent	condo,hdb	dtdistrict08,dtdistrict09,dtdistrict11,dtdistrict12		2500	web	u999
2018-07-18 13:55:36	15018	rent	condo,hdb	dtdistrict15,dtdistrict16,dtdistrict18		2000	web	u44
2018-07-18 14:02:43	15019	sale	hdb	dtdistrict12	0	300000	web	u141
2018-07-18 14:03:58	15020	sale	hdb	dtdistrict16,dtdistrict21	0	300000	web	u141
2018-07-18 14:04:23	15021	room		dtdistrict01,dtdistrict02,dtdistrict04,dtdistrict06,dtdistrict08,dtdistrict09		850	web	u1124
2018-07-18 14:04:39	15022	sale	hdb	dtdistrict16,dtdistrict21	0	300000	web	u141
2018-07-18 14:04:44	15023	room		dtdistrict01,dtdistrict02,dtdistrict04,dtdistrict06,dtdistrict08,dtdistrict09		850	web	u1124
2018-07-18 14:04:58	15024	rent		dtdistrict03,dtdistrict04		2000	web	u1058
2018-07-18 14:05:02	15025	rent		dtdistrict03,dtdistrict04	1500	2000	web	u1058
2018-07-18 14:05:06	15026	rent		dtdistrict03,dtdistrict04	1500	2500	web	u1058
2018-07-18 14:05:10	15027	rent	condo	dtdistrict03,dtdistrict04	1500	2500	web	u1058
2018-07-18 14:05:13	15028	rent	condo,hdb	dtdistrict03,dtdistrict04	1500	2500	web	u1058
2018-07-18 14:05:25	15029	rent	condo,hdb	dtdistrict03,dtdistrict04	1500	2500	web	u1058
2018-07-18 14:05:26	15030	sale	hdb	dtdistrict16,dtdistrict21	0	300000	web	u141
2018-07-18 14:05:44	15031	room		dtdistrict01,dtdistrict02,dtdistrict04,dtdistrict06,dtdistrict08,dtdistrict09		850	web	u1124
2018-07-18 14:05:47	15032	rent	condo,hdb	dtdistrict03,dtdistrict04	1500	2500	web	u1058
2018-07-18 14:05:54	15033	rent	condo,hdb	dtdistrict03,dtdistrict04	1500	2500	web	u1058
2018-07-18 14:06:04	15034	room		dtdistrict01,dtdistrict02,dtdistrict04,dtdistrict06,dtdistrict08,dtdistrict09		850	web	u1124
2018-07-18 14:06:23	15035	rent	condo,hdb	dtdistrict03,dtdistrict04	1500	2500	web	u1058
2018-07-18 14:06:26	15036	room		dtdistrict01,dtdistrict02,dtdistrict04,dtdistrict06,dtdistrict08,dtdistrict09		850	web	u1124
2018-07-18 14:06:41	15037	room		dtdistrict01,dtdistrict02,dtdistrict04,dtdistrict06,dtdistrict08,dtdistrict09		850	web	u1124
2018-07-18 14:07:44	15038	room		dtdistrict01,dtdistrict02,dtdistrict04,dtdistrict06,dtdistrict08,dtdistrict09		850	web	u1124
2018-07-18 14:08:24	15039	room		dtdistrict01,dtdistrict02,dtdistrict04,dtdistrict06,dtdistrict08,dtdistrict09		850	web	u1124
2018-07-18 14:08:49	15040	room		dtdistrict01,dtdistrict02,dtdistrict04,dtdistrict06,dtdistrict08,dtdistrict09		850	web	u1124
2018-07-18 14:13:26	15041	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:14:21	15042	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:14:33	15043	rent	condo,hdb	dtdistrict08,dtdistrict09,dtdistrict11,dtdistrict12		2500	web	u999
2018-07-18 14:15:57	15044	rent	condo,hdb	dtdistrict03,dtdistrict04	1500	2500	web	u1058
2018-07-18 14:16:59	15045	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:17:23	15046	room		dtdistrict15		1000	web	u1659
2018-07-18 14:18:02	15047	room		dtdistrict15		1000	web	u1659
2018-07-18 14:18:07	15048	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:18:55	15049	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:19:00	15050	room		dtdistrict15		1000	web	u1659
2018-07-18 14:20:39	15051	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:20:55	15052	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:20:56	15053	rent	condo	dtdistrict20		2500	web	u1647
2018-07-18 14:21:21	15054	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:21:37	15055	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:21:38	15056	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:21:39	15057	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
2018-07-18 14:21:57	15058	rent	condo	dtdistrict20		2500	web	u1647
2018-07-18 14:22:10	15059	rent	condo,hdb	dtdistrict04	1500	2500	web	u1058
2018-07-18 14:23:09	15060	rent	condo	dtdistrict20		2500	web	u1647
2018-07-18 14:23:36	15061	rent	condo,hdb	dtdistrict01,dtdistrict05,dtdistrict06,dtdistrict07,dtdistrict08,dtdistrict09	1800	2500	web	u2170
2018-07-18 14:23:47	15062	rent	condo	dtdistrict20		2500	web	u1647
2018-07-18 14:24:22	15063	rent	condo	dtdistrict01,dtdistrict02,dtdistrict03,dtdistrict05,dtdistrict06,dtdistrict08,dtdistrict09,dtdistrict10,dtdistrict14,dtdistrict21	1000	2500	web	u541
