search_time	search_id	listing_type	property_type	search_location	search_price_min	search_price_max	platform	user_id
2018-07-01 9:12:19	458	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:12:21	459	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:12:38	460	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:12:47	461	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:12:59	462	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:12:59	463	sale		dtdistrict15		700000	web	u551
2018-07-01 9:13:13	464	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:13:28	465	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:13:29	466	sale		dtdistrict15		700000	web	u551
2018-07-01 9:14:48	467	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:15:18	468	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:15:19	469	sale	condo	dtdistrict03,dtdistrict04,dtdistrict07,dtdistrict08,dtdistrict11,dtdistrict14,dtdistrict15		900000	web	u1945
2018-07-01 9:15:25	470	sale	condo	dtdistrict03,dtdistrict04,dtdistrict07,dtdistrict08,dtdistrict11,dtdistrict14,dtdistrict15	100000	900000	web	u1945
2018-07-01 9:15:29	471	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:15:39	472	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:15:53	473	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:15:58	474	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:16:09	475	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:16:34	476	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:17:03	477	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:17:28	478	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:17:34	479	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:17:42	480	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:17:50	481	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:17:51	482	sale	landed	dtdistrict26		3200000	web	u1105
2018-07-01 9:17:57	483	sale	landed	dtdistrict26		3200000	web	u1105
2018-07-01 9:17:58	484	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:18:00	485	sale	landed	dtdistrict26		3200000	web	u1105
2018-07-01 9:18:12	486	sale	landed	dtdistrict26		3200000	web	u1105
2018-07-01 9:18:33	487	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:18:39	488	sale		dtdistrict15		700000	web	u551
2018-07-01 9:18:39	489	sale	condo	dtdistrict19		900000	web	u284
2018-07-01 9:18:55	490	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:19:00	491	sale	landed	dtdistrict26		3200000	web	u1105
2018-07-01 9:19:04	492	sale		dtdistrict15		700000	web	u551
2018-07-01 9:19:33	493	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:20:46	494	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:21:12	495	sale		dtdistrict15		700000	web	u551
2018-07-01 9:21:20	496	sale	landed	dtdistrict26		3200000	web	u1105
2018-07-01 9:21:36	497	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:21:49	498	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:22:09	499	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:22:22	500	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:22:29	501	sale	landed	dtdistrict28		3200000	web	u1105
2018-07-01 9:22:34	502	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:22:38	503	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:22:48	504	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:23:09	505	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:23:18	506	rent	condo	dtdistrict03,dtdistrict05,dtdistrict09,dtdistrict10,dtdistrict11,dtdistrict21	2500	3000	web	u254
2018-07-01 9:23:19	507	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:23:35	508	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:23:37	509	sale	landed	dtdistrict28		3200000	web	u1105
2018-07-01 9:24:42	510	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:24:56	511	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:25:06	512	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:25:23	513	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:25:54	514	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:26:07	515	rent	condo	dtdistrict09	1500	3000	web	u1959
2018-07-01 9:26:07	516	sale	landed	dtdistrict28		3200000	web	u1105
